	vclaim	title
7569	Prayers are requested for Ella Newmiller, a 5-year-old North Carolina girl with an inoperable brain stem tumor.	Prayer Request: Ella Newmiller
7570	Prayers are requested for Harly Andrews, a 5-year-old girl hit by a car.	Harly Andrews Prayer Request
7571	Prayers are requested for Heather Brown, who remains in a coma after giving birth to a son.	Bringing Home the Browns
7572	Prayers are requested for Joe William Sheffield, a little boy in Georgia who has cancer.	Joe William Sheffield
7573	Prayers are requested for Karen Perry, who lost her three children in a Thanksgiving-eve plane crash.	Karen Perry Family Prayer Request
7574	Prayers are requested for Katie Fitch, a three-year-old South Carolina girl with a hepatoblastoma.	Prayer Request: Katie Fitch
7575	Prayers are requested for Maggie Lee Henson, a 12-year-old girl injured in a bus crash.	Maggie Lee Henson Prayer Request
7576	Prayers are requested for Nick Doize, a teenager battling leukemia.	Nick Doize Prayer Request
7577	Prayers are requested for Preston Loyd,  a 4-year-old boy who was run over by a lawn mower.	Prayer Request: Preston Loyd
7578	Prayers are requested for Sam Bish, an 8-year-old with stage four osteosarcoma.	Sam Bish Prayer Request
7579	Prayers are requested for Tony Mullis, a 20-year-old soldier who lost his legs while serving in Afghanistan.	Prayer Request: Tony Mullis
7580	Prayers are requested for Youcef Nadarkhani, a Christian pastor who is facing execution in Iran.	Youcef Nadarkhani Prayer Request
7581	Prayers are requested for a 22-month-old boy who accidentally shot himself with a nail gun.	Prayer Request: Child Shot by Nail Gun
7582	Prayers are requested for a child named Ivory Watts, who was seriously injured in a go-cart accident.	Ivory Watts
7583	Prayers are requested for an ailing 3-month-old child named Pacey Moore.	Prayer Request – Baby Pacey Moore
7584	Prayers are requested for the Darkhorse Marine battalion fighting in Afghanistan.	Prayer Request: Darkhorse Marine Battalion
7585	Prayers are requested for the LeBleu family, who lost four daughters in a house fire.	LeBleu Family Prayer Request
7586	Prayers are requsted for Lauren Renee Pingel, a three-year-old girl from Amarillo, Texas, who was injured in an automobile accident.	Lauren Renee Pingel
7587	Prayers requested for Jordon Mills, who has Crohn’s Disease and is in Intensive Care.	Prayer Request: Jordon Mills
7588	Preacher Joel Osteen was 'horrified' at recently learning that Jesus was crucified.	Horrified Joel Osteen Learns About Crucifixion?
7589	Predators, pedophiles, and child trafficking rings are using Facebook to source new victims by friending trusting parents and mining images posted of their children.	Facebook Pedophile Warning
7590	Prediction foretells calamitous results springing from the outcome of a presidential election.	Marching Orders
7591	Premature baby who survives against the odds years later announces that God smells like rain.	Smell of Rain
7592	Prepackaged salads and spinach may contain E. coli.	E. Coli Salad Warning
7593	Preparing ‘Engagement Chicken’ (a lemon and herb flavored roast chicken dish) will inspire your boyfriend to propose marriage to you.	Engagement Chicken
7594	Presenting a rare 1943 copper cent to Ford entitled the bearer to a brand-new automobile.	1943 Penny For a Ford Automobile
7595	President B. Lyndon Johnson once said, 'I'll have those niggers voting Democratic for 200 years.'	Did LBJ Say ‘I’ll Have Those N*****s Voting Democratic for 200 Years’?
7596	President Barack Obama put his hand on Melania Trump's buttocks during her husband's 20 January 2017 inauguration.	Did Barack Obama Put His Hand on Melania Trump’s Backside?
7597	President Barack Obama signed an executive order banning all fake news outlets.	In Wake of Election, Obama Passes Executive Order Banning All Fake News Outlets
7598	President Bill Clinton held up air traffic at Los Angeles International Airport in 1993 to get a $200 haircut on Air Force One.	Did Bill Clinton Hold Up LAX Air Traffic for a Haircut?
7599	President Bill Clinton is on his deathbed in Arkansas.	Is Bill Clinton on His Death Bed in Arkansas?
7600	President Bill Clinton issued an executive order disarming soldiers on military bases.	Clinton Disarmed Soldiers on Military Bases?
7601	President Bush has appointed W. David Hager, a physician and anti-abortion activist, to an FDA committee on reproductive drugs.	W. David Hager
7602	President Bush is responsible for a 17% increase in Medicare premiums.	Premium Increase
7603	President Bush misspoke at a right-to-life rally and repeatedly said ‘feces’ instead of ‘fetus.’	Bush ‘Feces’ ‘Fetus’ Confusion
7604	President Bush once referred to a reporter as a 'major league asshole.'	Did President Bush Call a Reporter a ‘Major League Asshole’?
7605	President Bush paid for the funeral of a 6-year-old boy who drowned near his ranch in Crawford, Texas.	Bush Pays for Boy’s Funeral
7606	President Bush posed with a plastic turkey while visiting U.S. troops in Iraq on Thanksgiving in 2003.	Did President Bush Pose with a Plastic Turkey?
7607	President Bush prayed with an injured Special Forces soldier at Walter Reed Medical Center.	Bush Prays with Special Forces Soldier
7608	President Bush spoke to Lindsey Yeskoo, the wife of a U.S. Foreign Service officer, after delivering a speech in Shanghai.	Lindsey Yeskoo
7609	President Calvin Coolidge’s son was killed by a poisonous dye in his black socks.	Was Calvin Coolidge’s Son Killed by His Socks?
7610	President Donald Trump and Jared Kushner have used their public offices to manipulate Gulf countries for personal gain.	Did President Trump Strong Arm Qatar Into Bailing Out Jared Kushner?
7611	President Donald Trump and his family will be the subjects of an upcoming reality show.	Is President Trump Making a White House Reality Show?
7612	President Donald Trump appointed a Native American to run the Bureau of Indian Affairs, for the first time in U.S. history.	Did Donald Trump Appoint the First Native American to Lead the Bureau of Indian Affairs?
7613	President Donald Trump banned 'Sharia Law' in the United States.	Did President Trump Ban ‘Sharia Law’ in the U.S.?
7614	President Donald Trump blocked Jennie Willoughby, one of the ex-wives of former White House staff secretary Rob Porter, on Twitter.	Did President Donald Trump Block Jennie Willoughby on Twitter?
7615	President Donald Trump bore the cost of his then-adviser Omarosa Manigault Newman's April 2017 wedding.	Did President Trump Pay for Omarosa Manigault Newman’s Wedding?
7616	President Donald Trump called Philippines lawmaker Antonio Trillanes IV a 'little narco'.	Did President Donald Trump Call Senator Antonio Trillanes IV Trillanes a ‘Little Narco?’
7617	President Donald Trump changed the constitution to read 'citizens' instead of 'persons.'	Did President Trump Alter the United States Constitution?
7618	President Donald Trump criticized Prime Minister Justin Trudeau for excessive Facebook usage.	Did President Trump Criticize Canadian Prime Minister Justin Trudeau’s Social Media Use?
7619	President Donald Trump cut funding for the veteran suicide hotline.	Trump Cuts Veteran Suicide Hotline Funding?
7620	President Donald Trump decided to ban schools in an effort to curb school shootings.	Does President Donald Trump Plan to End School Shootings — By Banning Schools?
7621	President Donald Trump declared 4 October 'Bring Your Bible to School Day.'	Did President Trump Declare 4 October ‘Bring Your Bible to School Day’?
7622	President Donald Trump got five million new Twitter followers in three days, and most of them are bots.	Did President Trump’s Twitter Account Gain Five Million New Bot Followers in Three Days?
7623	President Donald Trump has announced budget cuts that would end the Meals on Wheels program.	Did President Trump Announce Plans to End the ‘Meals on Wheels’ Program?
7624	President Donald Trump has proposed eliminating funding for a program helping low-income families with their heating bills.	Does President Trump Plan to ‘End’ a Program Funding Heating for the Elderly and Disabled?
7625	President Donald Trump has targeted the family of California Senate President Pro Tempore Kevin de León for deportation.	Did President Donald Trump Target a Democratic State Senator’s Family for Deportation?
7626	President Donald Trump insulted community colleges in a tweet, calling them '13th grade' and for 'dummys' [sic].	Did Donald Trump Say Community College Is ’13th Grade’ for ‘Dummys’?
7627	President Donald Trump invoked the 25th Amendment to remove Nancy Pelosi as House Speaker.	Did President Trump Invoke the 25th Amendment to Remove Nancy Pelosi from Congress?
7628	President Donald Trump offered asylum to Aleksei Makeev, who was attacked in Mexico.	Did Trump Offer Asylum to ‘Lord Nazi Ruso’?
7629	President Donald Trump once said that 'faith is more powerful than government.'	Did President Trump Say That ‘Faith Is More Powerful Than Government?’
7630	President Donald Trump ordered that the name of Florida's 'Obama Highway' be changed back to the 'Old Dixie Highway.'	Did Trump Change the Name of the ‘Obama Highway’ Back to the ‘Old Dixie Highway?’
7631	President Donald Trump posited that Canadian women were the second biggest threat to America following ISIS.	Did U.S. President Donald Trump Declare Canadian Women the Biggest Threat After ISIS?
7632	President Donald Trump posted a suggestive comment on Twitter about his daughter's 'skintight' dress.	Did Donald Trump Tweet About Daughter Tiffany’s ‘Skintight’ Dress?
7633	President Donald Trump said 'eventually we will get something done.'	Did President Trump Say ‘Eventually We Will Get Something Done’?
7634	President Donald Trump said: “I have signed a letter to Congress to make clear that if they send any legislation to my desk that weakens the protection of human life, I will issue a veto … Every child is a sacred gift from God … Every life is worth protecting … We know that every life has meaning and that every life is worth protecting.”	Did President Trump Make These Pro-Life Remarks?
7635	President Donald Trump sent a plane to the UK to bring Charlie Gard to the United States.	Did Donald Trump Send a Plane to ‘Save’ Charlie Gard?
7636	President Donald Trump sent a video message to Belgian citizens criticizing their government for being part of the Paris Climate Change Agreement.	Did President Trump Tell Belgium to ‘Withdraw from the Climate Agreement’?
7637	President Donald Trump signed an executive order that bars undocumented people from receiving welfare.	Did President Trump Sign an Order Barring Undocumented Immigrants from Receiving Welfare?
7638	President Donald Trump signed an executive order to buy all of his daughter Ivanka's chametz.	Did Donald Trump Sign an Executive Order to Buy Ivanka’s Chametz?
